New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Tue Aug 29 11:02:42 2023
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_Set1	Total_Set2	Total_Set3	Unique_Set1	Unique_Set2	Unique_Set3	Corrected_Set1	Corrected_Set2	Corrected_Set3	PSMs_Used_Set1	TotInt_126C_Set1	TotInt_127N_Set1	TotInt_127C_Set1	TotInt_128N_Set1	TotInt_128C_Set1	TotInt_129N_Set1	TotInt_129C_Set1	TotInt_130N_Set1	TotInt_130C_Set1	TotInt_131N_Set1	TotInt_131C_Set1	PSMs_Used_Set2	TotInt_126C_Set2	TotInt_127N_Set2	TotInt_127C_Set2	TotInt_128N_Set2	TotInt_128C_Set2	TotInt_129N_Set2	TotInt_129C_Set2	TotInt_130N_Set2	TotInt_130C_Set2	TotInt_131N_Set2	TotInt_131C_Set2	PSMs_Used_Set3	TotInt_126C_Set3	TotInt_127N_Set3	TotInt_127C_Set3	TotInt_128N_Set3	TotInt_128C_Set3	TotInt_129N_Set3	TotInt_129C_Set3	TotInt_130N_Set3	TotInt_130C_Set3	TotInt_131N_Set3	TotInt_131C_Set3
2374	1	sp|Q64449|MRC2_MOUSE	 	 	 	 	2.2	1479	167072	C-type mannose receptor 2 OS=Mus musculus OX=10090 GN=Mrc2 PE=1 SV=3	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	113282.1875	51849.50195400001	73986.207031	17879.929199	28726.979492	10790.043945000001	8651.954834	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2375	1	sp|Q64487|PTPRD_MOUSE	 	 	sp|A2A8L5|PTPRF_MOUSE, sp|B0V2N1|PTPRS_MOUSE, sp|Q64487|PTPRD_MOUSE	 	3.8	1912	214407	Receptor-type tyrosine-protein phosphatase delta OS=Mus musculus OX=10090 GN=Ptprd PE=1 SV=3	8	2	0.250	4	2	2	1	1	0	1.164	1.071	0.000	1	2751.526123	3017.097656	1886.096436	8076.726562000001	14057.330078	20059.328125	3964.617676	1601.987915	150.0	150.0	150.0	1	11717.74707	12555.864258	9327.296875	5444.084473	4804.636719	9038.147461	4656.812011999999	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2376	1	sp|Q64511|TOP2B_MOUSE	 	 	sp|Q01320|TOP2A_MOUSE, sp|Q64511|TOP2B_MOUSE	 	46.9	1612	181907	DNA topoisomerase 2-beta OS=Mus musculus OX=10090 GN=Top2b PE=1 SV=2	178	124	0.697	63	62	53	40	45	39	57.037	59.712	49.920	40	4230394.291627999	3586725.6040060003	2056243.3167739997	1665596.1082780005	1127977.3731659998	851006.5513939998	1342740.8717030003	18704.850831	39110.380859000004	150.0	150.0	45	3487127.264403	2486901.693606	3439678.930664	1225020.143555	1273971.135255	1826586.5430909998	1375875.671017	87751.045227	49927.07189800001	801.9250490000001	150.0	39	2221923.404544	1035754.0430879998	925624.7604969997	514149.971803	448014.9383520001	269295.997557	565505.1624750001	6537.524536	13487.654541	150.0	150.0
2377	1	sp|Q64514|TPP2_MOUSE	 	 	 	 	42.9	1262	139877	Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp2 PE=1 SV=3	130	130	1.000	59	35	36	59	35	36	59.000	35.000	36.000	59	7841231.371095002	7168719.859374999	4638949.027342	3991104.2185029997	3024956.362305002	3002831.6188909994	4257743.769041001	147800.00036400004	153070.489625	150.0	150.0	35	4117156.2021469995	2711352.443115	4372738.683103999	2039617.2637929998	2785837.1833500005	2221154.9882809995	2690916.0617709993	109329.81664899999	96896.923462	150.0	150.0	36	3081079.466306001	1388565.7048340002	1212916.514646	906437.9539200001	1081476.6467280001	861706.641113	1386447.395995	38745.91351299999	45362.581055	150.0	702.6521
2378	1	sp|Q64516|GLPK_MOUSE	 	 	sp|P21995|EMB_MOUSE, sp|Q64516|GLPK_MOUSE	 	7.5	559	61227	Glycerol kinase OS=Mus musculus OX=10090 GN=Gk PE=1 SV=2	8	5	0.625	4	3	1	2	2	1	2.571	2.222	1.000	2	10233.578125	9249.138672	5479.274414	4558.943359000001	4844.852051	2553.2338870000003	3521.10791	150.0	150.0	150.0	150.0	2	2307.0473629999997	5032.679199	4638.617676	2315.119629	2534.230469	2738.449463	5398.297852000001	150.0	150.0	150.0	150.0	1	3120.84375	7717.558594	4434.678223	2619.168701	4493.77832	4675.242188	3442.8957520000004	150.0	150.0	150.0	150.0
2379	1	sp|Q64519|SDC3_MOUSE	 	 	 	 	12.7	442	46001	Syndecan-3 OS=Mus musculus OX=10090 GN=Sdc3 PE=1 SV=2	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000	2	548927.3125	495542.5625	211092.796875	192805.25	177849.6875	131469.46875	101923.03125	6415.055176	1981.432739	150.0	150.0	1	21505.115234	47859.1875	21131.097656	13043.266602	14753.198241999999	39373.851562	6935.895508	751.2353519999999	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2380	1	sp|Q64520|KGUA_MOUSE	 	 	 	 	57.1	198	21918	Guanylate kinase OS=Mus musculus OX=10090 GN=Guk1 PE=1 SV=2	31	31	1.000	11	10	10	11	10	10	11.000	10.000	10.000	11	935074.410157	525596.1791989999	330224.82715	259019.112548	207926.44787499998	208042.695923	240274.097169	7191.164306999999	6422.676269	150.0	150.0	10	894520.6464849999	437524.59570400004	659071.540039	357809.723632	491208.0283189999	665835.608397	392367.61035200005	40835.888429000006	17175.080444	150.0	150.0	10	161003.926026	85991.931274	64896.60131900001	56588.939209000004	89239.34491	81468.62475599999	92371.566407	4822.754883	1344.540039	150.0	150.0
2381	1	sp|Q64521|GPDM_MOUSE	 	 	 	 	19.8	727	80953	Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Gpd2 PE=1 SV=2	21	21	1.000	6	9	6	6	9	6	6.000	9.000	6.000	6	145087.77539000002	133483.90893499998	79476.19043	81697.46508799998	57496.68432600001	57301.026367	63315.243897	3157.590638	729.205811	150.0	150.0	9	304735.671631	195402.869871	508521.304688	208034.716552	266595.30542000005	218589.337525	306324.0571290001	12112.059204	8820.988890999999	150.0	150.0	6	82854.29443299999	47591.934082	43608.493653	38126.482422	25735.206054	23209.943848	24500.51416	1541.651855	680.295471	150.0	150.0
2382	1	sp|Q64522|H2A2B_MOUSE	 	 	sp|C0HKE1|H2A1B_MOUSE, sp|P0C0S6|H2AZ_MOUSE, sp|P27661|H2AX_MOUSE, sp|Q64522|H2A2B_MOUSE, sp|Q6GSS7|H2A2A_MOUSE, sp|Q8CCK0|H2AW_MOUSE, sp|Q8CGP7|H2A1K_MOUSE, sp|Q9QZQ8|H2AY_MOUSE	 	59.2	130	14013	Histone H2A type 2-B OS=Mus musculus OX=10090 GN=H2ac21 PE=1 SV=3	122	5	0.041	73	30	19	2	3	0	6.867	5.717	1.355	2	375748.335938	203428.109375	136872.61913999997	90777.652344	59746.128906	39621.609375	51991.899414	1385.879639	150.0	150.0	150.0	3	286913.90625	213319.62109299997	244398.5625	65095.40087900001	93130.67041	151841.50683499998	41864.897461	8074.384521	4232.360718	3381.350098	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2384	1	sp|Q64674|SPEE_MOUSE	 	 	 	 	65.6	302	33995	Spermidine synthase OS=Mus musculus OX=10090 GN=Srm PE=1 SV=1	54	54	1.000	25	14	15	25	14	15	25.000	14.000	15.000	25	3125762.7460929994	1854818.9289550001	1119118.178956	832039.3986839999	549526.449465	549954.772463	946508.5456540004	18917.421752000002	36113.655029	150.0	150.0	14	1631675.1259769998	998682.5734859998	1129672.27295	546708.88086	617437.5716540001	476077.94201699994	747652.8985580001	24135.895263000002	26119.904297	150.0	150.0	15	549356.219237	263657.40454	227137.37182700002	155153.989747	157871.46386699998	116312.09253	217034.53662199999	2658.541687	5152.707886	150.0	150.0
2385	1	sp|Q64691|CAN3_MOUSE	 	 	sp|O35350|CAN1_MOUSE, sp|Q64691|CAN3_MOUSE	 	56.0	821	94240	Calpain-3 OS=Mus musculus OX=10090 GN=Capn3 PE=1 SV=2	634	633	0.998	230	215	189	230	214	189	230.000	214.964	189.000	230	53608851.07934199	62810201.94641499	35237180.36840095	31694367.242555007	20907962.719851002	16312225.691344993	55671430.00476699	801942.4459230003	2091924.0679919997	150.0	150.0	214	39028480.264039	20429216.120102998	45385148.26696898	18129189.043763008	20358359.122309007	12095478.813970001	53457418.10107198	710754.8970939999	2176195.9408620005	150.0	150.0	189	47604851.70281499	20305032.069213	14988325.068966009	10284115.292118998	12342476.914975008	8234877.605168003	35712003.38897202	393821.12909099995	1361587.1719369995	150.0	150.0
2386	1	sp|Q64704|STX3_MOUSE	 	 	 	 	16.3	289	33243	Syntaxin-3 OS=Mus musculus OX=10090 GN=Stx3 PE=1 SV=1	7	7	1.000	2	3	2	2	3	2	2.000	3.000	2.000	2	122897.275391	141293.90625	104406.527343	111713.300781	78861.009766	55925.578126	77229.589844	150.0	150.0	150.0	150.0	3	101514.72753899998	90543.001953	143426.928711	87881.604492	82574.40625	341327.322266	89549.56933500001	20778.966797	2706.574219	150.0	150.0	2	89233.298829	35074.821777	37521.638184	18949.874512000002	26895.29248	17146.241211	34586.238281000005	150.0	1471.330688	150.0	150.0
2387	1	sp|Q64705|USF2_MOUSE	 	 	sp|Q61069|USF1_MOUSE, sp|Q64705|USF2_MOUSE, sp|Q8CI11|GNL3_MOUSE, sp|Q91ZU6|DYST_MOUSE	 	13.0	346	36953	Upstream stimulatory factor 2 OS=Mus musculus OX=10090 GN=Usf2 PE=1 SV=1	9	7	0.778	3	5	1	1	5	1	1.339	5.000	1.000	1	3595.415527	3133.200928	3560.317139	4762.299805	3497.326172	3271.199707	2912.905029	150.0	150.0	150.0	150.0	5	14547.526489	11708.657958	22063.366211	13496.930664	14386.746826	14502.390258	22358.914551	930.892639	150.0	150.0	150.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2388	1	sp|Q64726|ZA2G_MOUSE	 	 	 	 	8.1	307	35332	Zinc-alpha-2-glycoprotein OS=Mus musculus OX=10090 GN=Azgp1 PE=1 SV=2	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	22031.676269	33600.779785	20924.580078	36213.98779299999	26471.388184	29715.339599000003	35091.211914	3322.813477	3381.0288090000004	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2389	1	sp|Q64727|VINC_MOUSE	 	 	 	 	66.6	1066	116716	Vinculin OS=Mus musculus OX=10090 GN=Vcl PE=1 SV=4	167	167	1.000	82	51	34	82	51	34	82.000	51.000	34.000	82	10765466.565916004	9066630.698726002	5000072.484802001	4279456.932128999	3447438.1582029993	2120739.9697249997	2412128.3065179996	62211.228393000005	51359.845946999994	150.0	150.0	51	8032597.812986001	6678769.110108999	6849577.409672	2681321.614134	3628230.2680649995	1983774.1059579998	2286285.464481	226476.490724	183046.61145000003	121169.01391600003	150.0	34	3502077.4919439997	3665200.8000490004	1952880.9992659998	1838006.808229	1237671.7780750003	827921.010742	1148271.5469970002	25962.544800000003	41055.334717000005	150.0	150.0
2390	1	sp|Q64735|CR1L_MOUSE	 	 	 	 	11.8	483	53762	Complement component receptor 1-like protein OS=Mus musculus OX=10090 GN=Cr1l PE=1 SV=1	8	8	1.000	2	3	3	2	3	3	2.000	3.000	3.000	2	101154.324219	143501.132813	101114.228516	91533.777344	69496.29882899999	53845.98437400001	85512.91015699999	4640.030518	3568.489013	150.0	150.0	3	25893.868652	36660.838866000006	53239.037109	38627.736328	43648.733398	27265.389648	48786.925782000006	1557.442627	2359.885986	150.0	150.0	3	27998.170898	39803.533691	30371.942383	25697.562499000003	25644.052246	14194.143311	26724.071289	150.0	150.0	150.0	150.0
2391	1	sp|Q64737|PUR2_MOUSE	 	 	 	 	62.5	1010	107502	Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus OX=10090 GN=Gart PE=1 SV=3	158	158	1.000	62	48	48	62	48	48	62.000	48.000	48.000	62	11178978.390440999	8569339.451658998	5217491.221921999	4599012.879150001	3392451.7546389997	3032378.994383999	4759856.466797	138550.104736	171904.556883	150.0	150.0	48	8497367.946286	5341000.133792001	6012568.019043001	2810059.4035639986	3088922.401365	2354601.14789	3813823.5158679998	100669.87231200002	148042.070133	2021.720459	150.0	48	4665083.819335001	2137726.42578	1711092.713807	1314868.159975	1585977.7366989998	1178961.9276140002	1948436.8758530007	50367.499941	67699.969055	150.0	150.0
2392	1	sp|Q65Z40|WAPL_MOUSE	 	 	 	 	15.2	1200	134068	Wings apart-like protein homolog OS=Mus musculus OX=10090 GN=Wapl PE=1 SV=2	14	14	1.000	6	2	6	6	2	6	6.000	2.000	6.000	6	36121.518553999995	24066.364502	16597.062744	15633.107299000003	10203.739012999999	10017.869139999999	9686.836426	150.0	150.0	150.0	150.0	2	77087.664062	27829.474608999997	35812.277344	11333.770508	11444.130859	10878.016602	17750.066406	150.0	150.0	150.0	150.0	6	34099.888428	21363.353758999998	17911.942382	11381.209717000002	7413.949401999999	3615.874512	7282.430176	150.0	150.0	150.0	150.0
2393	1	sp|Q66JV4|R12BB_MOUSE (+1)	sp|Q66JV4|R12BB_MOUSE&sp|Q80YR9|R12BA_MOUSE	 	 	 	5.2	834	96449	RNA-binding protein 12B-B OS=Mus musculus OX=10090 GN=Rbm12b2 PE=2 SV=2	4	4	1.000	1	3	0	1	3	0	1.000	3.000	0.000	1	22885.125	11835.833984	7410.581055	3844.6145020000004	1535.4897460000002	2154.477539	2922.498779	150.0	150.0	150.0	150.0	3	30163.008789	28579.277588	13899.61792	11964.872803	9194.621093999998	8867.418945	7313.380859000001	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2394	1	sp|Q66JX5|CEP43_MOUSE	 	 	 	 	9.8	399	42758	Centrosomal protein 43 OS=Mus musculus OX=10090 GN=Cep43 PE=1 SV=1	3	3	1.000	3	0	0	3	0	0	3.000	0.000	0.000	3	97511.235351	74930.026366	65107.847657000006	50181.581053999995	50543.690062999995	47457.035522000006	44254.56787200001	2371.114502	3357.776978	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2395	1	sp|Q66L44|CBARP_MOUSE	 	 	 	 	6.7	698	74130	Voltage-dependent calcium channel beta subunit-associated regulatory protein OS=Mus musculus OX=10090 GN=Cbarp PE=1 SV=4	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000	2	17863.720703	27067.108886	16954.993775	16832.09375	21505.802246	17455.105469	23107.228271	150.0	150.0	150.0	150.0	1	45830.253906	36335.644531	57000.80078099999	23016.060547	33108.28125	34717.042969	30294.339844	150.0	2763.64502	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2396	1	sp|Q66PY1|SCUB3_MOUSE	 	 	sp|Q66PY1|SCUB3_MOUSE, sp|Q8BFU3|RN214_MOUSE	 	5.2	993	108983	Signal peptide, CUB and EGF-like domain-containing protein 3 OS=Mus musculus OX=10090 GN=Scube3 PE=1 SV=1	6	5	0.833	1	5	0	1	4	0	1.000	4.267	0.000	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	102355.749878	95670.453369	62547.567383999994	26328.442261	24845.565064000002	13589.475097999999	10271.494141	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2397	1	sp|Q66T02|PKHG5_MOUSE	 	 	 	 	4.8	1073	118923	Pleckstrin homology domain-containing family G member 5 OS=Mus musculus OX=10090 GN=Plekhg5 PE=1 SV=1	5	5	1.000	5	0	0	5	0	0	5.000	0.000	0.000	5	238822.373536	189184.407227	141929.738282	121181.671387	92351.05590899999	100402.93164	135150.41137699998	1795.227539	3480.498169	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2398	1	sp|Q68FD5|CLH1_MOUSE	 	 	 	 	65.5	1675	191554	Clathrin heavy chain 1 OS=Mus musculus OX=10090 GN=Cltc PE=1 SV=3	565	565	1.000	255	159	151	255	159	151	255.000	159.000	151.000	255	33336513.616205998	48572934.30883798	25587543.77258101	27931814.570307	22278605.582518	19452151.665710002	27651310.484867997	981466.979986	1048973.4141260001	150.0	150.0	159	22119719.631953012	14863427.561888002	35481090.817385994	17561372.642090008	23180823.314211	18725736.158567015	20998602.013916004	1152988.263854	949679.4115569999	109685.755797	150.0	151	29005248.76147501	21511633.379149996	16104496.762814004	16297632.395993011	17963976.544067	13335323.506227998	18581417.950560004	673361.032344	690585.232177	150.0	150.0
2399	1	sp|Q68FD9|K1549_MOUSE	 	 	 	 	1.7	1940	209218	UPF0606 protein KIAA1549 OS=Mus musculus OX=10090 GN=Kiaa1549 PE=1 SV=3	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000	2	11980.819336	10546.719727	6938.400879000001	7421.878906	5461.996582	5495.739746	7132.824706999999	1936.753418	2096.467773	150.0	150.0	1	8264.480469	3529.436279	7776.833984000001	3326.755859	3124.435059	3409.262207	3333.978271	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2400	1	sp|Q68FE2|ATG9A_MOUSE	 	 	 	 	5.0	839	94424	Autophagy-related protein 9A OS=Mus musculus OX=10090 GN=Atg9a PE=1 SV=2	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000	1	22317.582031	25883.453125	11852.53418	13142.217773	8875.49707	8303.394531	11178.319336	150.0	150.0	150.0	150.0	2	9604.351562	5986.738281	23566.300781	7912.670898	13629.969727000002	10533.283203	15346.758788999998	150.0	150.0	150.0	150.0	1	12263.970703	13183.433594	10871.463867	13866.900391	10246.839844	8115.26416	14797.824219	150.0	150.0	150.0	150.0
2401	1	sp|Q68FE8|Z280D_MOUSE	 	 	 	 	2.5	974	107834	Zinc finger protein 280D OS=Mus musculus OX=10090 GN=Znf280d PE=1 SV=1	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	15106.466797	12957.789062	10165.980469	6248.806640999999	9769.27832	7058.968262	5742.716309	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2402	1	sp|Q68FF6|GIT1_MOUSE	 	 	sp|Q68FF6|GIT1_MOUSE, sp|Q9JLQ2|GIT2_MOUSE	 	19.2	770	85299	ARF GTPase-activating protein GIT1 OS=Mus musculus OX=10090 GN=Git1 PE=1 SV=1	26	22	0.846	11	10	5	8	10	4	10.000	10.000	4.571	8	177079.772462	143639.63671700002	79056.225098	68007.267334	44371.405273000004	46374.984864000005	50803.419923	917.029663	150.0	150.0	150.0	10	508956.976562	756507.192384	511070.66162200004	477756.964844	443398.95800800005	387864.60424799996	449583.11010800005	23954.266907	23428.926513000002	2853.2270510000003	150.0	4	132901.864258	86305.527343	54594.763672	37998.288086	40065.803712	26677.337891000003	37696.180664	150.0	150.0	150.0	150.0
2403	1	sp|Q68FF7|SLAI1_MOUSE	 	 	sp|Q68FF7|SLAI1_MOUSE, sp|Q8R1B4|EIF3C_MOUSE	 	7.6	579	61307	SLAIN motif-containing protein 1 OS=Mus musculus OX=10090 GN=Slain1 PE=1 SV=1	7	3	0.429	2	2	3	1	1	1	1.014	1.025	1.047	1	63709.83984400001	38474.597656	21778.791016	17854.074219	11069.137695	7352.313965	12926.46875	150.0	150.0	150.0	150.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	3647.1289060000004	3273.307861	3749.285889	4215.262695	6118.083496	6310.420897999999	6510.059082	150.0	150.0	150.0	150.0
2404	1	sp|Q68FH0|PKP4_MOUSE	 	 	sp|O35927|CTND2_MOUSE, sp|Q68FH0|PKP4_MOUSE	 	10.9	1190	131549	Plakophilin-4 OS=Mus musculus OX=10090 GN=Pkp4 PE=1 SV=1	25	12	0.480	12	7	6	5	4	3	5.795	4.480	3.474	5	55537.146972999995	57482.466797	46421.625489	45776.125732	40875.054443	32467.901123000003	40478.300782	150.0	729.457703	150.0	150.0	4	114297.634766	111341.01367100001	132810.181642	57999.802734	61096.543945	48382.65283199999	66426.103515	757.9992679999999	150.0	150.0	150.0	3	26988.474609000004	18461.319824000002	12370.825195000001	9814.413086	12715.319336	8319.572022	18439.629882	150.0	150.0	150.0	150.0
2405	1	sp|Q68FH4|GALK2_MOUSE	 	 	 	 	18.6	458	50503	N-acetylgalactosamine kinase OS=Mus musculus OX=10090 GN=Galk2 PE=1 SV=1	8	8	1.000	5	2	1	5	2	1	5.000	2.000	1.000	5	267848.295166	294646.718994	265772.329346	227068.873535	225341.27661200002	185685.22552500002	154670.900207	8381.034179	4786.47168	150.0	150.0	2	47897.625488	48436.194824	30592.605469000002	21305.708984	22946.80542	28573.949462999997	15827.807984	754.290649	150.0	150.0	150.0	1	2472.1010739999997	8146.020995999999	4318.438965	5683.324219	2578.566406	1401.627319	2533.6088870000003	150.0	150.0	150.0	150.0
2406	1	sp|Q68FL4|SAHH3_MOUSE	 	 	sp|P50247|SAHH_MOUSE, sp|Q68FL4|SAHH3_MOUSE, sp|Q80SW1|SAHH2_MOUSE	 	34.1	613	66899	Putative adenosylhomocysteinase 3 OS=Mus musculus OX=10090 GN=Ahcyl2 PE=1 SV=1	44	19	0.432	17	14	13	8	7	4	10.933	10.473	7.753	8	874232.93994	859487.6596680001	593707.1286609999	521416.860838	461014.82617300004	326661.86865300004	493969.353028	13411.706055	15641.105469	150.0	150.0	7	742137.222168	563908.585938	953796.574218	478752.208009	515463.152832	441893.870605	695919.509277	25717.345581	25388.796142	150.0	150.0	4	198018.160279	366758.25195299997	380431.22558599996	417917.076172	195213.36401400002	118718.848877	180128.009766	3551.725586	5697.112305000001	150.0	150.0
2407	1	sp|Q68FL6|SYMC_MOUSE	 	 	 	 	49.3	902	101429	Methionine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Mars1 PE=1 SV=1	107	107	1.000	45	33	29	45	33	29	45.000	33.000	29.000	45	3328984.3613300007	3998509.3076139996	2167135.5416300003	2209874.98877	1649963.3736589998	1700835.0133059996	2393558.624756	71173.67779700001	86194.541627	150.0	150.0	33	1545594.9926770001	884754.1667459998	1999230.9865720004	767868.638183	1100043.189941	946457.4074690001	1074101.814452	38873.85351600001	34678.513307	150.0	150.0	29	1704058.4760729999	986070.1892090001	785386.719605	624221.6779770001	720307.373293	598000.8200690001	865325.6889039999	21081.461304999997	23506.556275000003	150.0	150.0
2408	1	sp|Q69Z38|PEAK1_MOUSE	 	 	 	 	4.7	1735	191095	Inactive tyrosine-protein kinase PEAK1 OS=Mus musculus OX=10090 GN=Peak1 PE=1 SV=4	10	10	1.000	4	5	1	4	5	1	4.000	5.000	1.000	4	152450.033203	113124.230469	93329.095704	83466.041015	68233.801758	55691.996094	71683.354492	1910.5448	150.0	150.0	150.0	5	114540.610352	93097.747802	106469.15673799999	75586.259521	75271.402588	71771.433838	75468.27539	2983.7222899999997	150.0	150.0	150.0	1	8866.69043	13111.242188	10088.018555	11713.828125	5274.379883	4471.494629	7219.222656	150.0	150.0	150.0	150.0
2409	1	sp|Q69Z99|ZN512_MOUSE	 	 	 	 	32.9	562	63908	Zinc finger protein 512 OS=Mus musculus OX=10090 GN=Znf512 PE=2 SV=2	26	26	1.000	12	6	8	12	6	8	12.000	6.000	8.000	12	1390727.238769	850042.139648	569793.666748	391294.98095700005	335676.28442299995	215843.884765	361525.551269	6260.5707999999995	10749.178222999999	150.0	150.0	6	537317.671387	395724.33788999997	409469.95361300005	129555.86743099999	149433.654784	187217.660156	125649.30078	10325.56366	5504.692627	150.0	150.0	8	649282.8813479999	208206.91015699998	210925.318848	99190.887207	115491.531737	63244.117188000004	127208.86218300002	2467.16626	2544.613037	150.0	150.0
2410	1	sp|Q69ZA1|CDK13_MOUSE	 	 	sp|P11440|CDK1_MOUSE, sp|P21803|FGFR2_MOUSE, sp|P25911|LYN_MOUSE, sp|P30285|CDK4_MOUSE, sp|P49615|CDK5_MOUSE, sp|P97377|CDK2_MOUSE, sp|Q04735|CDK16_MOUSE, sp|Q04736|YES_MOUSE, sp|Q14AX6|CDK12_MOUSE, sp|Q61851|FGFR3_MOUSE, sp|Q64261|CDK6_MOUSE, sp|Q69ZA1|CDK13_MOUSE, sp|Q99J95|CDK9_MOUSE	 	3.5	1511	164551	Cyclin-dependent kinase 13 OS=Mus musculus OX=10090 GN=Cdk13 PE=1 SV=3	13	5	0.385	5	4	4	2	2	1	2.415	2.374	1.415	2	47223.036133	30490.168457000003	17844.807129	18164.3396	10565.66919	6795.858398	8769.591797	150.0	150.0	150.0	150.0	2	55698.230467999994	60608.720703	36049.289062	17990.975586	15280.478027	17225.073242000002	18325.391602	150.0	150.0	150.0	150.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2411	1	sp|Q69ZC8|GPAM1_MOUSE	 	 	 	 	9.5	346	38954	GPALPP motifs-containing protein 1 OS=Mus musculus OX=10090 GN=Gpalpp1 PE=1 SV=2	5	5	1.000	3	1	1	3	1	1	3.000	1.000	1.000	3	64834.440918	50032.166015	37025.492186999996	34473.063964999994	21859.798401	22038.934082	31567.843994	150.0	1495.619507	150.0	150.0	1	46084.917969	19291.283203	12779.952148	6899.179198999999	7333.815918000001	8390.897461	3931.4646	150.0	150.0	150.0	150.0	1	2546.510986	1936.686279	2298.930908	1539.276245	1448.1779789999998	150.0	1675.536865	150.0	150.0	150.0	150.0
2412	1	sp|Q69ZH9|RHG23_MOUSE	 	 	 	 	3.9	1483	161830	Rho GTPase-activating protein 23 OS=Mus musculus OX=10090 GN=Arhgap23 PE=1 SV=2	11	11	1.000	3	4	4	3	4	4	3.000	4.000	4.000	3	245146.978516	256020.798828	166169.52929699997	147758.302735	103911.860352	104063.670898	160105.316406	3316.936035	7780.946533	150.0	150.0	4	133291.169556	95406.741211	196027.15136699998	79335.094361	90816.023927	73671.34375	135272.31604	6188.947754	6454.112793	150.0	150.0	4	2515.427734	3990.7360840000006	4022.726074	3768.992188	1677.538452	150.0	2559.435059	150.0	150.0	150.0	150.0
2413	1	sp|Q69ZK0|PREX1_MOUSE	 	 	 	 	1.8	1650	184933	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein OS=Mus musculus OX=10090 GN=Prex1 PE=1 SV=2	5	5	1.000	0	4	1	0	4	1	0.000	4.000	1.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	1681.159424	1337.4370119999999	1405.5976560000001	150.0	150.0	1534.8061519999999	761.206055	150.0	150.0	150.0	150.0	1	2782.256836	3200.8232420000004	2031.99353	1506.694214	1986.2763670000002	1465.140259	768.3875730000001	150.0	150.0	150.0	150.0
